Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1612,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-263,1997.0,28.5,589.0,766.0,76.9,8570.0,2034.0,320.0,384.0,83.3,189.0,227.0,83.3,39.0,57.0,68.4,3,3.2,1.8,-0.2,34.0,45.0,21.0,2.0,78.0,Matches
1613,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-114,1998.0,6.4,374.0,405.0,92.3,6364.0,1970.0,164.0,169.0,97.0,179.0,188.0,95.2,25.0,39.0,64.1,1,0.1,0.1,0.9,3.0,28.0,1.0,0.0,28.0,Matches
1614,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-001,1996.0,22.2,1184.0,1449.0,81.7,24453.0,10037.0,396.0,422.0,93.8,604.0,681.0,88.7,173.0,300.0,57.7,0,0.6,0.7,-0.6,11.0,139.0,16.0,2.0,153.0,Matches
1615,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-207,1992.0,31.4,1444.0,1737.0,83.1,22286.0,8668.0,783.0,866.0,90.4,537.0,651.0,82.5,80.0,144.0,55.6,0,0.7,1.0,-0.7,8.0,104.0,23.0,10.0,109.0,Matches
1616,Marvin,es ESP,"FW,DF",Las Palmas,es La Liga,23-313,2000.0,17.7,505.0,697.0,72.5,7446.0,1435.0,280.0,337.0,83.1,189.0,244.0,77.5,17.0,48.0,35.4,2,2.2,1.7,-0.2,12.0,13.0,12.0,5.0,31.0,Matches
1617,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-099,1993.0,16.1,584.0,712.0,82.0,10953.0,2774.0,245.0,283.0,86.6,261.0,294.0,88.8,70.0,107.0,65.4,0,0.0,0.2,0.0,3.0,59.0,5.0,0.0,60.0,Matches
1618,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-130,1994.0,0.7,22.0,30.0,73.3,345.0,153.0,12.0,15.0,80.0,8.0,9.0,88.9,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
1619,Adam Masina,ma MAR,DF,Torino,it Serie A,30-130,1994.0,8.5,427.0,512.0,83.4,7458.0,3153.0,173.0,195.0,88.7,222.0,258.0,86.0,25.0,46.0,54.3,0,0.2,0.3,-0.2,2.0,32.0,3.0,0.0,36.0,Matches
1620,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,25-171,1998.0,24.2,562.0,722.0,77.8,10134.0,2956.0,216.0,266.0,81.2,274.0,308.0,89.0,51.0,108.0,47.2,0,0.3,0.8,-0.3,4.0,43.0,5.0,0.0,47.0,Matches
1621,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,eng Premier League,22-309,2001.0,0.2,6.0,12.0,50.0,74.0,42.0,5.0,7.0,71.4,1.0,4.0,25.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
1622,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-212,2000.0,0.9,30.0,39.0,76.9,482.0,109.0,14.0,18.0,77.8,13.0,14.0,92.9,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Matches
1623,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-186,1992.0,22.7,1191.0,1406.0,84.7,19018.0,6875.0,586.0,646.0,90.7,486.0,532.0,91.4,72.0,156.0,46.2,3,2.0,2.4,1.0,11.0,75.0,16.0,10.0,93.0,Matches
1624,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,35-200,1988.0,17.0,305.0,475.0,64.2,4002.0,711.0,199.0,256.0,77.7,77.0,130.0,59.2,12.0,36.0,33.3,1,1.5,1.5,-0.5,17.0,11.0,10.0,5.0,18.0,Matches
1625,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21-240,2002.0,20.4,1041.0,1203.0,86.5,15220.0,3788.0,585.0,637.0,91.8,355.0,404.0,87.9,48.0,71.0,67.6,3,2.2,1.9,0.8,19.0,101.0,21.0,4.0,134.0,Matches
1626,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-086,2002.0,1.1,50.0,63.0,79.4,817.0,348.0,24.0,28.0,85.7,19.0,26.0,73.1,5.0,7.0,71.4,1,1.0,0.7,0.0,2.0,5.0,1.0,0.0,10.0,Matches
1627,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,26-318,1997.0,23.8,292.0,412.0,70.9,3870.0,772.0,184.0,233.0,79.0,74.0,110.0,67.3,12.0,13.0,92.3,4,2.7,1.2,1.3,28.0,10.0,13.0,3.0,24.0,Matches
1628,Nemanja Matić,rs SRB,MF,Rennes,fr Ligue 1,35-284,1988.0,11.4,695.0,804.0,86.4,13054.0,4052.0,239.0,274.0,87.2,331.0,357.0,92.7,95.0,125.0,76.0,0,0.8,0.9,-0.8,12.0,88.0,8.0,2.0,83.0,Matches
1629,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35-284,1988.0,12.1,734.0,863.0,85.1,12886.0,4226.0,320.0,357.0,89.6,316.0,346.0,91.3,74.0,108.0,68.5,0,0.4,1.0,-0.4,6.0,85.0,11.0,0.0,101.0,Matches
1630,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,32-277,1991.0,8.7,494.0,564.0,87.6,8687.0,3066.0,198.0,216.0,91.7,257.0,287.0,89.5,33.0,47.0,70.2,0,0.1,0.1,-0.1,2.0,27.0,2.0,0.0,34.0,Matches
1631,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,19-221,2004.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1632,Chrislain Matsima,fr FRA,DF,Clermont Foot,fr Ligue 1,21-362,2002.0,11.1,478.0,554.0,86.3,8183.0,3360.0,196.0,217.0,90.3,240.0,261.0,92.0,26.0,52.0,50.0,0,0.0,0.1,0.0,0.0,27.0,1.0,0.0,39.0,Matches
1633,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-362,2002.0,3.3,215.0,231.0,93.1,3943.0,1598.0,75.0,84.0,89.3,120.0,124.0,96.8,15.0,17.0,88.2,1,0.1,0.1,0.9,3.0,39.0,0.0,0.0,31.0,Matches
1634,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19-004,2005.0,2.0,62.0,82.0,75.6,996.0,107.0,30.0,37.0,81.1,26.0,32.0,81.3,5.0,7.0,71.4,0,0.1,0.1,-0.1,3.0,1.0,1.0,1.0,3.0,Matches
1635,Remi Matthews,eng ENG,GK,Crystal Palace,eng Premier League,30-091,1994.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1636,Alan Matturro,uy URU,DF,Genoa,it Serie A,19-213,2004.0,1.0,15.0,24.0,62.5,248.0,134.0,6.0,7.0,85.7,7.0,8.0,87.5,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Matches
1637,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,26-013,1998.0,15.4,650.0,750.0,86.7,11790.0,3104.0,236.0,283.0,83.4,308.0,328.0,93.9,73.0,92.0,79.3,0,0.7,0.5,-0.7,15.0,65.0,5.0,0.0,78.0,Matches
1638,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-013,1998.0,7.8,337.0,389.0,86.6,5824.0,1957.0,145.0,169.0,85.8,149.0,165.0,90.3,31.0,37.0,83.8,1,0.3,0.4,0.7,9.0,48.0,4.0,1.0,46.0,Matches
1639,Neal Maupay,fr FRA,FW,Brentford,eng Premier League,27-271,1996.0,14.5,277.0,386.0,71.8,3939.0,896.0,168.0,203.0,82.8,66.0,97.0,68.0,22.0,31.0,71.0,3,2.3,2.2,0.7,15.0,16.0,17.0,2.0,36.0,Matches
1640,Neal Maupay,fr FRA,FW,Everton,eng Premier League,27-271,1996.0,1.2,22.0,26.0,84.6,353.0,14.0,12.0,13.0,92.3,8.0,9.0,88.9,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,Matches
1641,Aïman Maurer,ma MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-229,2004.0,0.6,21.0,29.0,72.4,304.0,40.0,14.0,17.0,82.4,7.0,11.0,63.6,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
1642,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26-152,1997.0,15.7,461.0,608.0,75.8,9179.0,3783.0,149.0,173.0,86.1,254.0,290.0,87.6,50.0,123.0,40.7,0,0.2,0.1,-0.2,3.0,29.0,1.0,0.0,38.0,Matches
1643,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,19-023,2005.0,11.7,480.0,578.0,83.0,7979.0,2658.0,219.0,245.0,89.4,228.0,261.0,87.4,26.0,56.0,46.4,0,0.3,0.4,-0.3,3.0,26.0,4.0,1.0,38.0,Matches
1644,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,30-224,1993.0,15.0,742.0,898.0,82.6,11783.0,4002.0,386.0,415.0,93.0,299.0,358.0,83.5,45.0,91.0,49.5,2,2.8,2.4,-0.8,20.0,54.0,15.0,9.0,63.0,Matches
1645,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,de Bundesliga,35-049,1989.0,8.0,232.0,282.0,82.3,3095.0,675.0,151.0,166.0,91.0,58.0,73.0,79.5,10.0,13.0,76.9,2,1.8,1.4,0.2,16.0,12.0,8.0,2.0,21.0,Matches
1646,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-127,1999.0,31.0,781.0,1194.0,65.4,21633.0,16060.0,134.0,134.0,100.0,393.0,403.0,97.5,254.0,651.0,39.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Matches
1647,Noam Mayoka-Tika,be BEL,MF,Marseille,fr Ligue 1,20-191,2003.0,0.0,1.0,1.0,100.0,22.0,8.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
1648,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-036,1997.0,23.9,422.0,558.0,75.6,6846.0,1339.0,216.0,252.0,85.7,124.0,166.0,74.7,48.0,63.0,76.2,1,1.4,1.3,-0.4,20.0,48.0,7.0,2.0,67.0,Matches
1649,Senny Mayulu,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17-360,2006.0,2.4,96.0,116.0,82.8,1415.0,258.0,57.0,67.0,85.1,33.0,38.0,86.8,4.0,5.0,80.0,1,0.4,0.4,0.6,5.0,9.0,5.0,3.0,6.0,Matches
1650,Youssef Maziz,fr FRA,"FW,MF",Metz,fr Ligue 1,25-322,1998.0,1.4,30.0,39.0,76.9,628.0,220.0,10.0,11.0,90.9,14.0,16.0,87.5,5.0,10.0,50.0,0,0.1,0.1,-0.1,3.0,4.0,0.0,0.0,6.0,Matches
1651,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,26-179,1997.0,13.3,865.0,980.0,88.3,12528.0,4216.0,514.0,550.0,93.5,309.0,341.0,90.6,27.0,40.0,67.5,3,1.8,2.4,1.2,15.0,92.0,17.0,3.0,103.0,Matches
1652,Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,28-178,1995.0,24.6,974.0,1309.0,74.4,16656.0,5947.0,446.0,517.0,86.3,380.0,482.0,78.8,104.0,222.0,46.8,0,1.1,0.9,-1.1,13.0,131.0,14.0,2.0,167.0,Matches
1653,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,28-289,1995.0,14.1,460.0,635.0,72.4,6631.0,3051.0,276.0,317.0,87.1,149.0,210.0,71.0,20.0,68.0,29.4,1,1.3,1.0,-0.3,14.0,30.0,16.0,10.0,36.0,Matches
1654,Pasquale Mazzocchi,it ITA,DF,Napoli,it Serie A,28-289,1995.0,3.6,190.0,231.0,82.3,2917.0,895.0,124.0,135.0,91.9,55.0,74.0,74.3,11.0,18.0,61.1,1,0.0,0.1,1.0,1.0,16.0,2.0,1.0,18.0,Matches
1655,Kevin Mbabu,ch SUI,DF,Augsburg,de Bundesliga,29-022,1995.0,22.7,643.0,1019.0,63.1,11474.0,5396.0,287.0,364.0,78.8,274.0,419.0,65.4,69.0,167.0,41.3,2,1.9,3.9,0.1,20.0,64.0,30.0,19.0,85.0,Matches
1656,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,19-127,2005.0,0.2,19.0,20.0,95.0,259.0,85.0,11.0,11.0,100.0,7.0,7.0,100.0,0.0,0.0,,1,0.6,0.5,0.4,1.0,4.0,1.0,1.0,2.0,Matches
1657,Ethan Mbappé,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17-134,2006.0,0.2,24.0,25.0,96.0,369.0,150.0,13.0,13.0,100.0,10.0,11.0,90.9,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Matches
1658,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,25-143,1998.0,23.0,760.0,920.0,82.6,11343.0,2291.0,453.0,516.0,87.8,219.0,271.0,80.8,51.0,62.0,82.3,7,5.6,5.1,1.4,39.0,68.0,43.0,1.0,115.0,Matches
1659,Malick Mbaye,sn SEN,"MF,FW",Metz,fr Ligue 1,20-035,2004.0,1.7,34.0,54.0,63.0,683.0,120.0,14.0,23.0,60.9,12.0,21.0,57.1,6.0,7.0,85.7,0,0.2,0.2,-0.2,2.0,1.0,1.0,1.0,1.0,Matches
1660,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25-318,1998.0,3.2,47.0,84.0,56.0,996.0,518.0,15.0,21.0,71.4,20.0,29.0,69.0,10.0,28.0,35.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Matches
1661,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,29-277,1994.0,21.5,1043.0,1192.0,87.5,20536.0,7279.0,323.0,357.0,90.5,588.0,644.0,91.3,113.0,161.0,70.2,2,1.0,1.4,1.0,6.0,104.0,10.0,3.0,106.0,Matches
1662,Nolan Mbemba,cg CGO,MF,Le Havre,fr Ligue 1,29-082,1995.0,0.2,28.0,34.0,82.4,514.0,105.0,8.0,11.0,72.7,15.0,15.0,100.0,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,Matches
1663,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24-278,1999.0,19.8,472.0,701.0,67.3,7214.0,2253.0,277.0,344.0,80.5,134.0,201.0,66.7,43.0,84.0,51.2,5,4.1,5.2,0.9,29.0,29.0,33.0,4.0,80.0,Matches
1664,Christ Mbondi,fr FRA,FW,Reims,fr Ligue 1,19-204,2004.0,0.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1665,Jordi Mboula,es ESP,"FW,MF",Hellas Verona,it Serie A,25-056,1999.0,3.4,46.0,69.0,66.7,671.0,104.0,23.0,29.0,79.3,14.0,16.0,87.5,4.0,8.0,50.0,1,0.4,0.1,0.6,3.0,1.0,0.0,0.0,4.0,Matches
1666,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,22-056,2002.0,0.1,6.0,7.0,85.7,62.0,16.0,5.0,6.0,83.3,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Matches
1667,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,eng Premier League,21-206,2002.0,20.2,362.0,530.0,68.3,5320.0,1456.0,209.0,263.0,79.5,113.0,168.0,67.3,25.0,56.0,44.6,3,2.9,2.1,0.1,28.0,30.0,25.0,3.0,51.0,Matches
1668,James Mcatee,eng ENG,MF,Manchester City,eng Premier League,21-206,2002.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1669,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,27-342,1996.0,14.2,242.0,408.0,59.3,2917.0,746.0,163.0,256.0,63.7,57.0,97.0,58.8,4.0,7.0,57.1,3,2.0,2.0,1.0,12.0,27.0,5.0,1.0,30.0,Matches
1670,James McConnell,eng ENG,MF,Liverpool,eng Premier League,19-241,2004.0,0.0,5.0,6.0,83.3,93.0,29.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
1671,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29-206,1994.0,31.4,925.0,1168.0,79.2,17158.0,5568.0,412.0,466.0,88.4,379.0,443.0,85.6,124.0,207.0,59.9,4,4.3,4.6,-0.3,42.0,116.0,49.0,13.0,178.0,Matches
1672,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,27-181,1996.0,4.6,137.0,186.0,73.7,2769.0,1280.0,38.0,48.0,79.2,82.0,109.0,75.2,17.0,28.0,60.7,0,0.2,0.2,-0.2,3.0,10.0,3.0,0.0,10.0,Matches
1673,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25-257,1998.0,28.3,882.0,1150.0,76.7,15215.0,4395.0,446.0,530.0,84.2,322.0,421.0,76.5,104.0,147.0,70.7,7,3.9,3.2,3.1,41.0,52.0,27.0,11.0,90.0,Matches
1674,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24-171,1999.0,30.4,812.0,1187.0,68.4,13963.0,4715.0,425.0,491.0,86.6,247.0,352.0,70.2,110.0,240.0,45.8,6,8.6,7.6,-2.6,66.0,69.0,52.0,20.0,111.0,Matches
1675,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,27-155,1996.0,18.1,464.0,573.0,81.0,7013.0,1830.0,260.0,301.0,86.4,158.0,188.0,84.0,29.0,39.0,74.4,1,0.7,0.5,0.3,9.0,58.0,9.0,0.0,57.0,Matches
1676,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-349,1999.0,28.2,1716.0,1978.0,86.8,30301.0,11036.0,692.0,760.0,91.1,840.0,909.0,92.4,136.0,229.0,59.4,3,1.6,2.4,1.4,24.0,190.0,30.0,7.0,202.0,Matches
1677,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34-233,1989.0,14.1,511.0,667.0,76.6,9030.0,3658.0,218.0,249.0,87.6,235.0,285.0,82.5,49.0,103.0,47.6,0,0.3,0.7,-0.3,6.0,45.0,4.0,2.0,49.0,Matches
1678,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26-243,1997.0,14.7,406.0,528.0,76.9,6415.0,1637.0,211.0,248.0,85.1,153.0,183.0,83.6,26.0,49.0,53.1,2,1.1,1.5,0.9,22.0,32.0,14.0,3.0,44.0,Matches
1679,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22-160,2001.0,6.4,419.0,459.0,91.3,6787.0,2089.0,197.0,207.0,95.2,184.0,198.0,92.9,25.0,36.0,69.4,0,0.0,0.1,0.0,1.0,25.0,1.0,0.0,29.0,Matches
1680,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,22-160,2001.0,1.6,48.0,56.0,85.7,761.0,413.0,23.0,25.0,92.0,22.0,22.0,100.0,2.0,7.0,28.6,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,Matches
1681,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,eng Premier League,21-111,2003.0,1.5,31.0,38.0,81.6,442.0,143.0,21.0,21.0,100.0,7.0,9.0,77.8,3.0,6.0,50.0,0,0.4,0.5,-0.4,2.0,6.0,1.0,0.0,6.0,Matches
1682,Hannibal Mejbri,tn TUN,MF,Sevilla,es La Liga,21-111,2003.0,1.1,36.0,43.0,83.7,467.0,87.0,24.0,26.0,92.3,11.0,14.0,78.6,1.0,2.0,50.0,0,0.4,0.2,-0.4,3.0,3.0,3.0,0.0,4.0,Matches
1683,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,26-262,1997.0,11.7,310.0,386.0,80.3,5056.0,1196.0,150.0,168.0,89.3,121.0,148.0,81.8,27.0,40.0,67.5,0,0.4,1.0,-0.4,10.0,31.0,10.0,0.0,37.0,Matches
1684,Gonzalo Melero,es ESP,"MF,FW",Almería,es La Liga,30-130,1994.0,10.8,317.0,389.0,81.5,4776.0,1305.0,173.0,203.0,85.2,119.0,136.0,87.5,15.0,23.0,65.2,1,1.2,0.9,-0.2,9.0,37.0,7.0,0.0,42.0,Matches
1685,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,29-146,1994.0,0.2,7.0,7.0,100.0,98.0,22.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1686,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,27-273,1996.0,19.8,1239.0,1358.0,91.2,24045.0,5585.0,422.0,458.0,92.1,655.0,688.0,95.2,149.0,181.0,82.3,3,1.6,2.0,1.4,32.0,127.0,14.0,4.0,115.0,Matches
1687,Memphis,nl NED,FW,Atlético Madrid,es La Liga,30-088,1994.0,9.4,176.0,242.0,72.7,2599.0,684.0,110.0,137.0,80.3,45.0,56.0,80.4,14.0,22.0,63.6,1,1.8,1.6,-0.8,13.0,18.0,9.0,2.0,25.0,Matches
1688,Houboulang Mendes,gw GNB,DF,Almería,es La Liga,26-007,1998.0,4.4,129.0,177.0,72.9,2191.0,1089.0,62.0,69.0,89.9,54.0,75.0,72.0,10.0,22.0,45.5,0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,9.0,Matches
1689,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,21-327,2002.0,2.1,139.0,168.0,82.7,2448.0,636.0,51.0,61.0,83.6,74.0,82.0,90.2,11.0,16.0,68.8,1,0.3,0.4,0.7,1.0,11.0,1.0,0.0,18.0,Matches
1690,Tomás Mendes,es ESP,MF,Alavés,es La Liga,19-172,2004.0,0.1,4.0,6.0,66.7,63.0,0.0,1.0,2.0,50.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1691,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,27-125,1997.0,23.8,806.0,1080.0,74.6,12683.0,3650.0,437.0,525.0,83.2,257.0,308.0,83.4,72.0,162.0,44.4,6,4.0,4.2,2.0,35.0,92.0,28.0,5.0,109.0,Matches
1692,Bruno Méndez,uy URU,DF,Granada,es La Liga,24-244,1999.0,12.8,382.0,544.0,70.2,7267.0,2781.0,136.0,166.0,81.9,184.0,241.0,76.3,50.0,104.0,48.1,0,0.1,0.2,-0.1,4.0,34.0,5.0,2.0,34.0,Matches
1693,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,20-256,2003.0,0.1,2.0,2.0,100.0,26.0,21.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
1694,Leonardo Mendicino,it ITA,MF,Atalanta,it Serie A,17-321,2006.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1695,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,19-350,2004.0,3.3,143.0,166.0,86.1,2646.0,610.0,54.0,58.0,93.1,72.0,82.0,87.8,14.0,20.0,70.0,0,0.4,0.1,-0.4,2.0,8.0,2.0,2.0,8.0,Matches
1696,Benjamin Mendy,fr FRA,DF,Lorient,fr Ligue 1,29-299,1994.0,6.7,272.0,409.0,66.5,4582.0,1740.0,134.0,163.0,82.2,104.0,148.0,70.3,25.0,78.0,32.1,1,1.2,2.1,-0.2,13.0,25.0,14.0,9.0,32.0,Matches
1697,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,28-338,1995.0,17.1,1083.0,1150.0,94.2,14961.0,4556.0,679.0,696.0,97.6,322.0,348.0,92.5,41.0,50.0,82.0,0,0.9,0.7,-0.9,11.0,61.0,9.0,1.0,78.0,Matches
1698,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,23-130,2001.0,12.6,548.0,686.0,79.9,10549.0,3955.0,217.0,266.0,81.6,249.0,281.0,88.6,67.0,107.0,62.6,0,0.0,0.3,0.0,1.0,49.0,4.0,1.0,54.0,Matches
1699,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,31-323,1992.0,9.7,461.0,523.0,88.1,7682.0,2076.0,218.0,235.0,92.8,198.0,217.0,91.2,37.0,56.0,66.1,1,0.7,1.2,0.3,8.0,57.0,8.0,2.0,66.0,Matches
1700,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,22-011,2002.0,26.3,710.0,911.0,77.9,13986.0,5431.0,248.0,288.0,86.1,370.0,419.0,88.3,81.0,172.0,47.1,0,0.3,0.6,-0.3,6.0,62.0,5.0,0.0,54.0,Matches
1701,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,26-188,1997.0,6.9,296.0,359.0,82.5,5965.0,1994.0,96.0,115.0,83.5,163.0,184.0,88.6,35.0,55.0,63.6,1,0.4,0.5,0.6,3.0,34.0,4.0,0.0,25.0,Matches
1702,Jorge Meré,es ESP,DF,Cádiz,es La Liga,27-024,1997.0,7.5,166.0,233.0,71.2,3605.0,1173.0,45.0,54.0,83.3,92.0,106.0,86.8,28.0,66.0,42.4,0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,15.0,Matches
1703,Alex Meret,it ITA,GK,Napoli,it Serie A,27-050,1997.0,27.8,696.0,830.0,83.9,16824.0,9664.0,124.0,124.0,100.0,399.0,404.0,98.8,173.0,298.0,58.1,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,Matches
1704,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,27-324,1996.0,24.6,972.0,1278.0,76.1,15337.0,4231.0,533.0,637.0,83.7,329.0,428.0,76.9,79.0,119.0,66.4,3,1.7,2.2,1.3,17.0,114.0,22.0,3.0,146.0,Matches
1705,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21-361,2002.0,6.7,302.0,389.0,77.6,5845.0,2078.0,105.0,125.0,84.0,146.0,176.0,83.0,44.0,73.0,60.3,1,1.0,0.8,0.0,9.0,40.0,6.0,5.0,37.0,Matches
1706,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21-361,2002.0,14.3,615.0,841.0,73.1,11723.0,4968.0,236.0,281.0,84.0,291.0,371.0,78.4,75.0,150.0,50.0,1,1.3,1.9,-0.3,18.0,72.0,28.0,8.0,98.0,Matches
1707,Junior Messias,br BRA,"MF,DF",Genoa,it Serie A,32-364,1991.0,11.7,245.0,337.0,72.7,3861.0,1103.0,120.0,143.0,83.9,92.0,125.0,73.6,17.0,39.0,43.6,0,1.3,1.2,-1.3,15.0,24.0,12.0,5.0,29.0,Matches
