Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1516,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-063,2002.0,19.3,224.0,352.0,63.6,3545.0,768.0,109.0,138.0,79.0,91.0,135.0,67.4,13.0,38.0,34.2,5,3.0,2.6,2.0,25.0,9.0,21.0,19.0,20.0,Matches
1517,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30-202,1993.0,9.0,380.0,508.0,74.8,6146.0,1997.0,200.0,227.0,88.1,156.0,194.0,80.4,21.0,63.0,33.3,1,1.4,0.6,-0.4,8.0,26.0,8.0,7.0,31.0,Matches
1518,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-082,1999.0,18.5,679.0,829.0,81.9,11993.0,3346.0,294.0,341.0,86.2,298.0,356.0,83.7,72.0,104.0,69.2,3,1.8,1.2,1.2,15.0,64.0,7.0,1.0,65.0,Matches
1519,Joshua M'Bahia,ci CIV,DF,Clermont Foot,fr Ligue 1,19-022,2005.0,0.2,,,,,,,,,,,,,,,0,,,,,,,,,Matches
1520,Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,22-062,2002.0,2.3,97.0,138.0,70.3,1316.0,400.0,60.0,73.0,82.2,26.0,46.0,56.5,4.0,8.0,50.0,0,0.1,0.2,-0.1,2.0,6.0,2.0,1.0,8.0,Matches
1521,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,22-062,2002.0,12.5,803.0,925.0,86.8,12910.0,3551.0,434.0,470.0,92.3,287.0,323.0,88.9,57.0,84.0,67.9,2,1.4,1.5,0.6,8.0,56.0,16.0,4.0,72.0,Matches
1522,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-139,1998.0,27.1,1605.0,1854.0,86.6,25169.0,7238.0,824.0,904.0,91.2,631.0,695.0,90.8,94.0,155.0,60.6,5,3.2,4.4,1.8,43.0,153.0,37.0,2.0,199.0,Matches
1523,Deiver Machado,co COL,DF,Lens,fr Ligue 1,30-252,1993.0,10.5,322.0,415.0,77.6,4770.0,1447.0,179.0,207.0,86.5,118.0,147.0,80.3,12.0,33.0,36.4,0,1.2,1.0,-1.2,11.0,21.0,9.0,5.0,23.0,Matches
1524,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,31-094,1993.0,8.7,177.0,290.0,61.0,3220.0,1011.0,85.0,101.0,84.2,66.0,103.0,64.1,22.0,60.0,36.7,0,0.7,1.1,-0.7,11.0,12.0,7.0,6.0,15.0,Matches
1525,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-170,1996.0,20.8,1027.0,1286.0,79.9,16568.0,5386.0,536.0,582.0,92.1,389.0,480.0,81.0,78.0,152.0,51.3,7,4.9,5.5,2.1,55.0,117.0,56.0,3.0,193.0,Matches
1526,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-062,2002.0,9.6,357.0,425.0,84.0,4692.0,1057.0,238.0,262.0,90.8,93.0,112.0,83.0,10.0,17.0,58.8,2,2.6,1.8,-0.6,20.0,17.0,11.0,2.0,44.0,Matches
1527,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,26-304,1997.0,15.9,362.0,586.0,61.8,6358.0,2768.0,167.0,199.0,83.9,150.0,228.0,65.8,37.0,113.0,32.7,2,0.7,0.9,1.3,9.0,32.0,9.0,8.0,40.0,Matches
1528,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26-144,1997.0,32.2,1819.0,2053.0,88.6,30570.0,9984.0,800.0,841.0,95.1,896.0,966.0,92.8,103.0,189.0,54.5,0,0.7,0.7,-0.7,3.0,138.0,7.0,1.0,112.0,Matches
1529,Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,20-216,2003.0,13.9,774.0,896.0,86.4,14700.0,5312.0,261.0,291.0,89.7,423.0,461.0,91.8,77.0,118.0,65.3,0,0.1,0.3,-0.1,2.0,74.0,2.0,1.0,80.0,Matches
1530,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,26-060,1998.0,18.6,580.0,752.0,77.1,9552.0,2939.0,279.0,333.0,83.8,233.0,279.0,83.5,48.0,82.0,58.5,2,1.1,0.8,0.9,11.0,56.0,4.0,1.0,61.0,Matches
1531,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,25-229,1998.0,16.9,707.0,935.0,75.6,14496.0,5452.0,215.0,241.0,89.2,382.0,445.0,85.8,102.0,215.0,47.4,0,0.7,1.0,-0.7,9.0,60.0,5.0,0.0,61.0,Matches
1532,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28-220,1995.0,25.9,761.0,963.0,79.0,17273.0,5844.0,184.0,218.0,84.4,439.0,497.0,88.3,132.0,223.0,59.2,0,0.2,0.5,-0.2,5.0,74.0,2.0,1.0,79.0,Matches
1533,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,25-347,1998.0,25.0,961.0,1091.0,88.1,15956.0,3249.0,414.0,466.0,88.8,446.0,481.0,92.7,59.0,82.0,72.0,0,1.7,2.4,-1.7,23.0,90.0,13.0,7.0,97.0,Matches
1534,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,26-325,1997.0,16.9,604.0,729.0,82.9,10479.0,2459.0,272.0,324.0,84.0,249.0,287.0,86.8,65.0,84.0,77.4,0,0.6,1.1,-0.6,8.0,47.0,6.0,4.0,55.0,Matches
1535,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24-250,1999.0,15.5,221.0,321.0,68.8,3173.0,875.0,119.0,156.0,76.3,84.0,121.0,69.4,4.0,12.0,33.3,2,1.6,1.1,0.4,14.0,20.0,12.0,4.0,33.0,Matches
1536,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-067,1993.0,18.4,917.0,1103.0,83.1,16999.0,6419.0,382.0,423.0,90.3,412.0,472.0,87.3,102.0,176.0,58.0,2,1.2,0.9,0.8,6.0,78.0,6.0,0.0,73.0,Matches
1537,Jon Magunacelaya,es ESP,"FW,MF",Real Sociedad,es La Liga,23-303,2000.0,1.3,30.0,45.0,66.7,391.0,61.0,17.0,24.0,70.8,10.0,15.0,66.7,0.0,0.0,,0,0.5,0.3,-0.5,1.0,1.0,0.0,0.0,2.0,Matches
1538,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,21-097,2003.0,0.1,2.0,4.0,50.0,32.0,18.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches
1539,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25-124,1999.0,10.2,419.0,548.0,76.5,7825.0,2336.0,168.0,194.0,86.6,169.0,209.0,80.9,67.0,110.0,60.9,3,2.2,2.7,0.8,27.0,45.0,25.0,7.0,58.0,Matches
1540,Habib Maïga,ci CIV,"MF,FW",Metz,fr Ligue 1,28-131,1996.0,1.6,47.0,63.0,74.6,726.0,215.0,18.0,22.0,81.8,22.0,29.0,75.9,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches
1541,Mike Maignan,fr FRA,GK,Milan,it Serie A,28-313,1995.0,29.0,1033.0,1228.0,84.1,25589.0,17105.0,217.0,218.0,99.5,562.0,567.0,99.1,249.0,425.0,58.6,1,0.3,0.1,0.7,3.0,18.0,1.0,0.0,0.0,Matches
1542,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,24-323,1999.0,19.3,413.0,569.0,72.6,5897.0,1514.0,256.0,298.0,85.9,131.0,178.0,73.6,19.0,42.0,45.2,2,2.3,2.5,-0.3,16.0,27.0,14.0,5.0,55.0,Matches
1543,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29-187,1994.0,32.0,1191.0,1442.0,82.6,23874.0,9894.0,353.0,411.0,85.9,685.0,771.0,88.8,141.0,217.0,65.0,0,0.1,0.6,-0.1,3.0,74.0,2.0,0.0,118.0,Matches
1544,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-022,2005.0,18.6,649.0,755.0,86.0,9320.0,2400.0,371.0,412.0,90.0,214.0,240.0,89.2,29.0,48.0,60.4,1,0.5,1.5,0.5,11.0,41.0,8.0,1.0,57.0,Matches
1545,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,26-256,1997.0,15.7,650.0,781.0,83.2,10128.0,3262.0,343.0,380.0,90.3,236.0,280.0,84.3,43.0,69.0,62.3,4,2.1,1.5,1.9,18.0,45.0,17.0,3.0,75.0,Matches
1546,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,24-177,1999.0,10.0,233.0,322.0,72.4,6074.0,4520.0,42.0,42.0,100.0,123.0,124.0,99.2,67.0,155.0,43.2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
1547,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,26-115,1998.0,0.2,14.0,16.0,87.5,277.0,96.0,7.0,8.0,87.5,5.0,6.0,83.3,2.0,2.0,100.0,0,0.3,0.1,-0.3,2.0,1.0,0.0,0.0,0.0,Matches
1548,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,26-115,1998.0,21.4,662.0,916.0,72.3,10343.0,2969.0,339.0,397.0,85.4,250.0,323.0,77.4,44.0,104.0,42.3,5,3.0,4.7,2.0,36.0,77.0,26.0,5.0,108.0,Matches
1549,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-334,1998.0,5.3,244.0,277.0,88.1,3368.0,718.0,135.0,147.0,91.8,90.0,97.0,92.8,3.0,11.0,27.3,0,0.0,0.2,0.0,0.0,16.0,5.0,1.0,28.0,Matches
1550,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22-282,2001.0,10.0,357.0,442.0,80.8,5758.0,1596.0,177.0,200.0,88.5,155.0,176.0,88.1,20.0,45.0,44.4,0,0.2,0.5,-0.2,5.0,31.0,5.0,4.0,43.0,Matches
1551,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25-298,1998.0,30.0,1065.0,1210.0,88.0,18657.0,4715.0,513.0,557.0,92.1,417.0,449.0,92.9,116.0,157.0,73.9,0,0.9,0.9,-0.9,14.0,111.0,15.0,3.0,137.0,Matches
1552,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,29-106,1995.0,32.4,741.0,922.0,80.4,10270.0,1925.0,442.0,511.0,86.5,230.0,285.0,80.7,29.0,54.0,53.7,0,0.8,1.5,-0.8,11.0,61.0,5.0,1.0,61.0,Matches
1553,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22-346,2001.0,6.7,295.0,364.0,81.0,5104.0,1552.0,135.0,151.0,89.4,137.0,156.0,87.8,20.0,42.0,47.6,0,0.2,0.2,-0.2,4.0,29.0,3.0,2.0,27.0,Matches
1554,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22-213,2001.0,3.7,89.0,114.0,78.1,1463.0,391.0,50.0,57.0,87.7,25.0,31.0,80.6,12.0,20.0,60.0,1,1.2,0.6,-0.2,11.0,7.0,6.0,1.0,10.0,Matches
1555,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,22-213,2001.0,2.9,61.0,80.0,76.3,965.0,212.0,30.0,33.0,90.9,22.0,27.0,81.5,5.0,8.0,62.5,0,0.0,0.2,0.0,1.0,5.0,3.0,0.0,10.0,Matches
1556,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25-263,1998.0,26.2,734.0,948.0,77.4,11672.0,3798.0,389.0,437.0,89.0,253.0,306.0,82.7,60.0,138.0,43.5,1,2.0,1.7,-1.0,33.0,70.0,27.0,9.0,106.0,Matches
1557,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25-123,1999.0,19.0,386.0,512.0,75.4,5323.0,1456.0,244.0,287.0,85.0,105.0,138.0,76.1,16.0,29.0,55.2,1,2.9,3.4,-1.9,21.0,20.0,35.0,6.0,55.0,Matches
1558,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,31-007,1993.0,16.4,549.0,691.0,79.5,9597.0,3193.0,242.0,277.0,87.4,231.0,257.0,89.9,56.0,107.0,52.3,1,0.5,0.6,0.5,10.0,62.0,9.0,1.0,76.0,Matches
1559,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-216,1999.0,24.1,671.0,907.0,74.0,13304.0,3373.0,224.0,292.0,76.7,334.0,407.0,82.1,93.0,159.0,58.5,1,1.0,1.1,0.0,7.0,57.0,6.0,0.0,60.0,Matches
1560,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18-163,2005.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1561,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-225,2000.0,32.5,511.0,971.0,52.6,16534.0,13517.0,95.0,99.0,96.0,213.0,221.0,96.4,202.0,648.0,31.2,0,0.3,0.1,-0.3,1.0,23.0,1.0,0.0,0.0,Matches
1562,David Mamutovic,de GER,"FW,DF",Mainz 05,de Bundesliga,23-158,2000.0,0.1,7.0,10.0,70.0,96.0,45.0,4.0,6.0,66.7,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches
1563,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29-293,1994.0,2.7,104.0,135.0,77.0,1756.0,547.0,52.0,57.0,91.2,41.0,52.0,78.8,9.0,18.0,50.0,0,0.3,0.2,-0.3,1.0,2.0,3.0,1.0,4.0,Matches
1564,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,24-135,1999.0,0.1,6.0,7.0,85.7,108.0,29.0,2.0,2.0,100.0,4.0,5.0,80.0,0.0,0.0,,0,0.2,0.1,-0.2,1.0,0.0,1.0,0.0,2.0,Matches
1565,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-024,1996.0,29.8,1664.0,1915.0,86.9,29713.0,10397.0,691.0,723.0,95.6,826.0,908.0,91.0,133.0,254.0,52.4,1,1.1,1.1,-0.1,10.0,137.0,19.0,4.0,134.0,Matches
1566,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,35-263,1988.0,1.7,38.0,60.0,63.3,611.0,171.0,21.0,25.0,84.0,11.0,20.0,55.0,5.0,11.0,45.5,0,0.2,0.4,-0.2,2.0,4.0,4.0,1.0,8.0,Matches
1567,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-044,1985.0,32.0,828.0,1142.0,72.5,21865.0,14988.0,145.0,146.0,99.3,451.0,459.0,98.3,230.0,535.0,43.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,Matches
1568,Christos Mandas,gr GRE,GK,Lazio,it Serie A,22-237,2001.0,7.0,153.0,229.0,66.8,4264.0,3167.0,32.0,32.0,100.0,68.0,71.0,95.8,53.0,126.0,42.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches
1569,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-111,1994.0,7.5,330.0,384.0,85.9,5016.0,2009.0,177.0,193.0,91.7,130.0,147.0,88.4,15.0,28.0,53.6,1,0.6,0.5,0.4,3.0,21.0,1.0,1.0,34.0,Matches
1570,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,32-202,1991.0,11.4,605.0,663.0,91.3,12101.0,4746.0,209.0,228.0,91.7,312.0,324.0,96.3,79.0,97.0,81.4,0,0.7,0.4,-0.7,2.0,52.0,4.0,0.0,47.0,Matches
1571,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26-317,1997.0,15.9,548.0,685.0,80.0,9786.0,2786.0,243.0,280.0,86.8,226.0,259.0,87.3,63.0,101.0,62.4,3,1.6,1.5,1.4,13.0,75.0,19.0,2.0,87.0,Matches
1572,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,26-054,1998.0,17.4,570.0,646.0,88.2,9021.0,2312.0,292.0,321.0,91.0,225.0,247.0,91.1,37.0,47.0,78.7,0,0.2,0.3,-0.2,6.0,39.0,1.0,0.0,45.0,Matches
1573,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-054,1998.0,3.2,116.0,136.0,85.3,1856.0,504.0,50.0,59.0,84.7,53.0,57.0,93.0,7.0,12.0,58.3,0,0.6,0.5,-0.6,5.0,11.0,2.0,0.0,24.0,Matches
1574,Kostas Manolas,gr GRE,DF,Salernitana,it Serie A,32-332,1991.0,5.2,259.0,284.0,91.2,5117.0,1811.0,71.0,76.0,93.4,163.0,169.0,96.4,21.0,32.0,65.6,0,0.1,0.0,-0.1,1.0,7.0,3.0,1.0,10.0,Matches
1575,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,es La Liga,30-006,1994.0,6.2,238.0,298.0,79.9,3482.0,1334.0,123.0,138.0,89.1,106.0,128.0,82.8,2.0,15.0,13.3,1,0.2,0.4,0.8,1.0,16.0,2.0,0.0,20.0,Matches
1576,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,27-044,1997.0,1.9,24.0,33.0,72.7,353.0,119.0,14.0,16.0,87.5,9.0,11.0,81.8,1.0,3.0,33.3,0,0.1,0.0,-0.1,3.0,4.0,0.0,0.0,1.0,Matches
1577,Benson Manuel,be BEL,"MF,FW",Burnley,eng Premier League,27-044,1997.0,1.1,43.0,53.0,81.1,592.0,99.0,26.0,26.0,100.0,13.0,18.0,72.2,2.0,3.0,66.7,0,0.0,0.2,0.0,1.0,0.0,2.0,2.0,0.0,Matches
1578,Faitout Maouassa,fr FRA,"DF,MF",Granada,es La Liga,25-310,1998.0,1.9,43.0,79.0,54.4,639.0,310.0,22.0,34.0,64.7,16.0,21.0,76.2,3.0,17.0,17.6,1,0.5,0.4,0.5,4.0,2.0,1.0,1.0,6.0,Matches
1579,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25-310,1998.0,0.8,20.0,29.0,69.0,313.0,129.0,12.0,17.0,70.6,6.0,7.0,85.7,1.0,3.0,33.3,0,0.1,0.1,-0.1,2.0,0.0,1.0,1.0,0.0,Matches
1580,Marcão,br BRA,DF,Sevilla,es La Liga,27-341,1996.0,3.4,165.0,185.0,89.2,3034.0,1236.0,61.0,63.0,96.8,90.0,99.0,90.9,13.0,17.0,76.5,0,0.2,0.0,-0.2,1.0,16.0,0.0,0.0,12.0,Matches
1581,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29-296,1994.0,6.2,203.0,261.0,77.8,3145.0,899.0,118.0,139.0,84.9,62.0,78.0,79.5,17.0,27.0,63.0,1,1.0,1.0,0.0,7.0,10.0,7.0,0.0,24.0,Matches
1582,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,26-046,1998.0,12.8,423.0,558.0,75.8,7144.0,3382.0,187.0,216.0,86.6,197.0,238.0,82.8,31.0,72.0,43.1,4,0.8,0.8,3.2,11.0,28.0,7.0,5.0,36.0,Matches
1583,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,32-086,1992.0,22.2,980.0,1177.0,83.3,19996.0,7914.0,278.0,306.0,90.8,557.0,619.0,90.0,125.0,221.0,56.6,0,0.3,0.7,-0.3,9.0,118.0,12.0,2.0,130.0,Matches
1584,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-027,1989.0,23.1,1120.0,1418.0,79.0,18374.0,7221.0,568.0,636.0,89.3,433.0,540.0,80.2,92.0,167.0,55.1,4,2.9,3.0,1.1,19.0,116.0,30.0,22.0,130.0,Matches
1585,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,22-305,2001.0,1.3,19.0,36.0,52.8,254.0,53.0,9.0,15.0,60.0,6.0,10.0,60.0,1.0,1.0,100.0,1,0.6,0.5,0.4,3.0,1.0,0.0,0.0,3.0,Matches
1586,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,36-157,1987.0,0.2,16.0,21.0,76.2,322.0,49.0,5.0,5.0,100.0,8.0,9.0,88.9,2.0,4.0,50.0,0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,Matches
1587,Pablo Marí,es ESP,DF,Monza,it Serie A,30-254,1993.0,26.3,1397.0,1538.0,90.8,29464.0,9868.0,377.0,403.0,93.5,799.0,833.0,95.9,211.0,284.0,74.3,0,0.3,0.6,-0.3,4.0,75.0,3.0,1.0,56.0,Matches
1588,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-112,1995.0,12.7,481.0,564.0,85.3,9946.0,4169.0,151.0,169.0,89.3,258.0,280.0,92.1,68.0,100.0,68.0,0,0.1,0.1,-0.1,2.0,26.0,0.0,0.0,25.0,Matches
1589,Mariano,do DOM,FW,Sevilla,es La Liga,30-284,1993.0,2.4,29.0,43.0,67.4,435.0,125.0,15.0,21.0,71.4,7.0,11.0,63.6,4.0,6.0,66.7,0,0.1,0.1,-0.1,2.0,2.0,1.0,1.0,6.0,Matches
1590,Mirko Marić,hr CRO,FW,Monza,it Serie A,28-361,1995.0,3.2,66.0,91.0,72.5,793.0,84.0,45.0,53.0,84.9,15.0,21.0,71.4,1.0,2.0,50.0,0,0.5,0.2,-0.5,5.0,0.0,1.0,0.0,4.0,Matches
1591,Rafa Marín,es ESP,DF,Alavés,es La Liga,21-358,2002.0,25.6,816.0,985.0,82.8,17067.0,7043.0,246.0,275.0,89.5,438.0,489.0,89.6,125.0,204.0,61.3,0,0.3,0.4,-0.3,5.0,72.0,2.0,0.0,76.0,Matches
1592,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-354,1996.0,18.1,618.0,826.0,74.8,11331.0,3487.0,274.0,318.0,86.2,239.0,284.0,84.2,87.0,182.0,47.8,3,2.7,2.5,0.3,30.0,51.0,9.0,4.0,62.0,Matches
1593,Diego Mariño,es ESP,GK,Almería,es La Liga,34-002,1990.0,1.0,23.0,27.0,85.2,429.0,237.0,11.0,11.0,100.0,10.0,10.0,100.0,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
1594,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,30-005,1994.0,19.6,934.0,1054.0,88.6,18953.0,6908.0,232.0,262.0,88.5,582.0,622.0,93.6,105.0,143.0,73.4,0,0.5,0.2,-0.5,4.0,51.0,1.0,0.0,59.0,Matches
1595,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21-314,2002.0,31.3,2093.0,2341.0,89.4,32888.0,13263.0,1056.0,1117.0,94.5,904.0,971.0,93.1,92.0,184.0,50.0,1,0.9,1.0,0.1,4.0,131.0,3.0,1.0,133.0,Matches
1596,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,25-094,1999.0,23.6,370.0,518.0,71.4,5612.0,1270.0,199.0,248.0,80.2,122.0,162.0,75.3,29.0,50.0,58.0,6,4.2,4.2,1.8,37.0,28.0,18.0,1.0,57.0,Matches
1597,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,21-034,2003.0,1.7,50.0,67.0,74.6,768.0,223.0,30.0,37.0,81.1,18.0,21.0,85.7,2.0,6.0,33.3,0,0.7,0.7,-0.7,5.0,2.0,4.0,2.0,4.0,Matches
1598,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-363,1994.0,16.1,1617.0,1711.0,94.5,30339.0,8705.0,522.0,537.0,97.2,931.0,957.0,97.3,136.0,181.0,75.1,1,0.5,0.7,0.5,8.0,158.0,5.0,0.0,113.0,Matches
1599,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22-215,2001.0,1.6,28.0,45.0,62.2,934.0,792.0,5.0,6.0,83.3,13.0,13.0,100.0,10.0,26.0,38.5,0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,Matches
1600,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23-357,2000.0,8.1,248.0,297.0,83.5,3504.0,949.0,148.0,160.0,92.5,73.0,87.0,83.9,13.0,20.0,65.0,0,0.5,0.4,-0.5,6.0,29.0,4.0,0.0,28.0,Matches
1601,Eric Martel,de GER,MF,Köln,de Bundesliga,22-012,2002.0,25.8,863.0,1062.0,81.3,13663.0,3164.0,400.0,470.0,85.1,396.0,458.0,86.5,35.0,66.0,53.0,1,1.1,0.8,-0.1,11.0,76.0,6.0,3.0,71.0,Matches
1602,Roger Martí,es ESP,FW,Cádiz,es La Liga,33-129,1991.0,12.1,159.0,254.0,62.6,2100.0,438.0,101.0,139.0,72.7,46.0,69.0,66.7,5.0,17.0,29.4,3,2.9,1.2,0.1,11.0,7.0,3.0,0.0,12.0,Matches
1603,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,28-158,1995.0,5.0,109.0,139.0,78.4,1267.0,263.0,70.0,80.0,87.5,25.0,33.0,75.8,1.0,2.0,50.0,0,0.2,0.2,-0.2,6.0,6.0,2.0,0.0,12.0,Matches
1604,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-019,1997.0,12.3,342.0,499.0,68.5,5902.0,2061.0,161.0,180.0,89.4,131.0,178.0,73.6,39.0,105.0,37.1,0,1.4,1.5,-1.4,20.0,14.0,14.0,10.0,23.0,Matches
1605,Iván Martín,es ESP,MF,Girona,es La Liga,25-087,1999.0,27.3,1281.0,1404.0,91.2,19171.0,3887.0,701.0,747.0,93.8,484.0,515.0,94.0,54.0,67.0,80.6,3,2.2,2.8,0.8,24.0,86.0,13.0,1.0,120.0,Matches
1606,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-032,1990.0,13.4,838.0,962.0,87.1,14379.0,3536.0,361.0,413.0,87.4,366.0,399.0,91.7,74.0,95.0,77.9,1,0.9,0.9,0.1,15.0,84.0,4.0,0.0,102.0,Matches
1607,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-328,2001.0,21.2,679.0,871.0,78.0,10464.0,1898.0,388.0,448.0,86.6,229.0,284.0,80.6,46.0,83.0,55.4,4,5.4,4.8,-1.4,40.0,22.0,31.0,6.0,61.0,Matches
1608,Arnau Martinez,es ESP,DF,Girona,es La Liga,21-016,2003.0,12.5,684.0,760.0,90.0,10967.0,3015.0,327.0,345.0,94.8,316.0,339.0,93.2,29.0,50.0,58.0,2,1.4,1.4,0.6,11.0,57.0,7.0,4.0,58.0,Matches
1609,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-252,1992.0,32.5,1152.0,1391.0,82.8,27274.0,16035.0,237.0,239.0,99.2,692.0,699.0,99.0,219.0,441.0,49.7,0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,2.0,Matches
1610,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-360,1991.0,10.4,760.0,861.0,88.3,14235.0,4955.0,314.0,332.0,94.6,340.0,365.0,93.2,92.0,137.0,67.2,0,0.0,0.4,0.0,1.0,77.0,4.0,1.0,70.0,Matches
1611,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-350,1998.0,34.0,936.0,1329.0,70.4,28440.0,20847.0,115.0,117.0,98.3,456.0,470.0,97.0,363.0,729.0,49.8,0,0.0,0.1,0.0,0.0,35.0,0.0,0.0,1.0,Matches
